관리번호,년도,지역,차수,분류,재질,상세분류,개수
2053,2019,영덕 고래불해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",9
2053,2019,영덕 고래불해변,5차,플라스틱류,기타,파편,15
2053,2019,영덕 고래불해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",17
2053,2019,영덕 고래불해변,5차,플라스틱류,섬유형,기타,17
2053,2019,영덕 고래불해변,5차,플라스틱류,경질형,파편,22
2053,2019,영덕 고래불해변,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",33
2054,2019,보령 석대도,5차,플라스틱류,경질형,플라스틱 부표,1
2054,2019,보령 석대도,5차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2054,2019,보령 석대도,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2054,2019,보령 석대도,5차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
2054,2019,보령 석대도,5차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
2054,2019,보령 석대도,5차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2054,2019,보령 석대도,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2054,2019,보령 석대도,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
2054,2019,보령 석대도,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
2054,2019,보령 석대도,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
2054,2019,보령 석대도,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
2054,2019,보령 석대도,5차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",3
2054,2019,보령 석대도,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
2054,2019,보령 석대도,5차,플라스틱류,발포형,스티로폼 부표,4
2054,2019,보령 석대도,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
2055,2019,마산 봉암갯벌,5차,플라스틱류,경질형,라이터,1
2055,2019,마산 봉암갯벌,5차,플라스틱류,경질형,"농약용기, 살충제",1
2055,2019,마산 봉암갯벌,5차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
2055,2019,마산 봉암갯벌,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2055,2019,마산 봉암갯벌,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
2055,2019,마산 봉암갯벌,5차,플라스틱류,경질형,파편,4
2055,2019,마산 봉암갯벌,5차,플라스틱류,필름형,비닐봉지,7
2055,2019,마산 봉암갯벌,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",7
2055,2019,마산 봉암갯벌,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",13
2055,2019,마산 봉암갯벌,5차,플라스틱류,발포형,파편,19
2056,2019,울진 후정,5차,플라스틱류,경질형,라이터,1
2056,2019,울진 후정,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2056,2019,울진 후정,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
2056,2019,울진 후정,5차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
2056,2019,울진 후정,5차,외국기인,경질형,부표(막대형 주황),1
2056,2019,울진 후정,5차,외국기인,경질형,부표(타원형 파랑),1
2056,2019,울진 후정,5차,플라스틱류,경질형,폭죽/불꽃놀이 용품,2
2056,2019,울진 후정,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
2056,2019,울진 후정,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
2056,2019,울진 후정,5차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",5
2056,2019,울진 후정,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,6
2056,2019,울진 후정,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",7
2056,2019,울진 후정,5차,플라스틱류,발포형,파편,11
2056,2019,울진 후정,5차,플라스틱류,필름형,비닐봉지,14
2056,2019,울진 후정,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",31
2056,2019,울진 후정,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",54
2056,2019,울진 후정,5차,플라스틱류,경질형,파편,57
2057,2019,완도 신지도해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2057,2019,완도 신지도해변,5차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),1
2057,2019,완도 신지도해변,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
2057,2019,완도 신지도해변,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",3
2057,2019,완도 신지도해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",8
2057,2019,완도 신지도해변,5차,플라스틱류,경질형,플라스틱 부표,11
2057,2019,완도 신지도해변,5차,플라스틱류,발포형,스티로폼 부표,14
2058,2019,해남 송평해변,5차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
2058,2019,해남 송평해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2058,2019,해남 송평해변,5차,플라스틱류,기타,기타 플라스틱,1
2058,2019,해남 송평해변,5차,플라스틱류,경질형,플라스틱 부표,2
2058,2019,해남 송평해변,5차,플라스틱류,경질형,"농약용기, 살충제",2
2058,2019,해남 송평해변,5차,플라스틱류,발포형,파편,2
2058,2019,해남 송평해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",8
2058,2019,해남 송평해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",11
2058,2019,해남 송평해변,5차,플라스틱류,발포형,스티로폼 부표,29
2059,2019,고창 동호해변,5차,플라스틱류,경질형,파편,1
2059,2019,고창 동호해변,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
2059,2019,고창 동호해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
2059,2019,고창 동호해변,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
2059,2019,고창 동호해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
2060,2019,울주 진하해변,5차,플라스틱류,경질형,플라스틱 부표,1
2060,2019,울주 진하해변,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2060,2019,울주 진하해변,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2060,2019,울주 진하해변,5차,플라스틱류,섬유형,어망,1
2060,2019,울주 진하해변,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2060,2019,울주 진하해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
2060,2019,울주 진하해변,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
2060,2019,울주 진하해변,5차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2060,2019,울주 진하해변,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2060,2019,울주 진하해변,5차,외국기인,경질형,부표(둥근 막대형 파랑),1
2060,2019,울주 진하해변,5차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
2060,2019,울주 진하해변,5차,플라스틱류,경질형,파편,2
2060,2019,울주 진하해변,5차,플라스틱류,필름형,비닐봉지,3
2060,2019,울주 진하해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
2060,2019,울주 진하해변,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",6
2060,2019,울주 진하해변,5차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",7
2060,2019,울주 진하해변,5차,플라스틱류,발포형,스티로폼 부표,10
2060,2019,울주 진하해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",27
2060,2019,울주 진하해변,5차,플라스틱류,발포형,파편,84
2061,2019,영광 백바위해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
2061,2019,영광 백바위해변,5차,플라스틱류,경질형,"농약용기, 살충제",1
2061,2019,영광 백바위해변,5차,플라스틱류,경질형,파편,1
2061,2019,영광 백바위해변,5차,플라스틱류,필름형,파편,1
2061,2019,영광 백바위해변,5차,플라스틱류,발포형,파편,1
2061,2019,영광 백바위해변,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2061,2019,영광 백바위해변,5차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
2061,2019,영광 백바위해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
2061,2019,영광 백바위해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
2062,2019,해남 예락해변,5차,플라스틱류,경질형,플라스틱 부표,1
2062,2019,해남 예락해변,5차,플라스틱류,발포형,스티로폼 부표,1
2062,2019,해남 예락해변,5차,플라스틱류,발포형,파편,1
2062,2019,해남 예락해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2062,2019,해남 예락해변,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
2062,2019,해남 예락해변,5차,외국기인,경질형,"음료수병, 병뚜껑 등",1
2062,2019,해남 예락해변,5차,플라스틱류,기타,기타 플라스틱,1
2062,2019,해남 예락해변,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
2062,2019,해남 예락해변,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
2062,2019,해남 예락해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",10
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,플라스틱 부표,1
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2063,2019,제주 김녕리해안,5차,외국기인,경질형,부표(타원형 파랑),1
2063,2019,제주 김녕리해안,5차,외국기인,필름형,"비닐포장(빙과류, 과자봉지 등)",1
2063,2019,제주 김녕리해안,5차,외국기인,경질형,기타,1
2063,2019,제주 김녕리해안,5차,외국기인,기타,기타,1
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2063,2019,제주 김녕리해안,5차,외국기인,경질형,부표(둥근 검정),1
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
2063,2019,제주 김녕리해안,5차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",2
2063,2019,제주 김녕리해안,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",3
2063,2019,제주 김녕리해안,5차,외국기인,경질형,부표(둥근 막대형 파랑),3
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2063,2019,제주 김녕리해안,5차,플라스틱류,발포형,스티로폼 부표,4
2063,2019,제주 김녕리해안,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",5
2063,2019,제주 김녕리해안,5차,고무,,"타이어, 고무풍선, 고무장갑 등",5
2063,2019,제주 김녕리해안,5차,외국기인,경질형,"음료수병, 병뚜껑 등",6
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",8
2063,2019,제주 김녕리해안,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",8
2063,2019,제주 김녕리해안,5차,외국기인,유리,유리,8
2063,2019,제주 김녕리해안,5차,플라스틱류,필름형,비닐봉지,9
2063,2019,제주 김녕리해안,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",10
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",14
2063,2019,제주 김녕리해안,5차,플라스틱류,경질형,파편,19
2063,2019,제주 김녕리해안,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",48
2063,2019,제주 김녕리해안,5차,플라스틱류,발포형,파편,56
2063,2019,제주 김녕리해안,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",121
2064,2019,제주 사계리해안,5차,플라스틱류,경질형,플라스틱 부표,1
2064,2019,제주 사계리해안,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2064,2019,제주 사계리해안,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2064,2019,제주 사계리해안,5차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
2064,2019,제주 사계리해안,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
2064,2019,제주 사계리해안,5차,플라스틱류,경질형,파편,2
2064,2019,제주 사계리해안,5차,플라스틱류,필름형,필름형 풍선,2
2065,2019,고흥 염포해변,5차,플라스틱류,경질형,플라스틱 부표,1
2065,2019,고흥 염포해변,5차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
2065,2019,고흥 염포해변,5차,플라스틱류,발포형,파편,1
2065,2019,고흥 염포해변,5차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2065,2019,고흥 염포해변,5차,플라스틱류,경질형,"통발, 장어통발용 미끼통",2
2065,2019,고흥 염포해변,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
2065,2019,고흥 염포해변,5차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",3
2065,2019,고흥 염포해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
2065,2019,고흥 염포해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
2065,2019,고흥 염포해변,5차,플라스틱류,기타,파편,5
2065,2019,고흥 염포해변,5차,플라스틱류,필름형,비닐봉지,8
2065,2019,고흥 염포해변,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",8
2065,2019,고흥 염포해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",23
2065,2019,고흥 염포해변,5차,플라스틱류,발포형,스티로폼 부표,90
2067,2019,고흥 신흥,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2067,2019,고흥 신흥,5차,플라스틱류,섬유형,어망,1
2067,2019,고흥 신흥,5차,플라스틱류,섬유형,낚싯줄,1
2067,2019,고흥 신흥,5차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
2067,2019,고흥 신흥,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2067,2019,고흥 신흥,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2067,2019,고흥 신흥,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",2
2067,2019,고흥 신흥,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
2067,2019,고흥 신흥,5차,플라스틱류,기타,기타 플라스틱,2
2067,2019,고흥 신흥,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",4
2067,2019,고흥 신흥,5차,플라스틱류,필름형,비닐봉지,5
2067,2019,고흥 신흥,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",6
2067,2019,고흥 신흥,5차,플라스틱류,발포형,스티로폼 부표,8
2068,2019,해남 묵동리,5차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
2068,2019,해남 묵동리,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
2068,2019,해남 묵동리,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2068,2019,해남 묵동리,5차,외국기인,섬유형,"그물, 밧줄 등",1
2068,2019,해남 묵동리,5차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2068,2019,해남 묵동리,5차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
2068,2019,해남 묵동리,5차,외국기인,경질형,"음료수병, 병뚜껑 등",2
2068,2019,해남 묵동리,5차,플라스틱류,섬유형,어망,3
2068,2019,해남 묵동리,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",3
2068,2019,해남 묵동리,5차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",3
2068,2019,해남 묵동리,5차,플라스틱류,경질형,"농약용기, 살충제",4
2068,2019,해남 묵동리,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",5
2068,2019,해남 묵동리,5차,플라스틱류,필름형,비닐봉지,6
2068,2019,해남 묵동리,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",10
2068,2019,해남 묵동리,5차,플라스틱류,경질형,플라스틱 부표,11
2068,2019,해남 묵동리,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",12
2068,2019,해남 묵동리,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",14
2068,2019,해남 묵동리,5차,플라스틱류,경질형,파편,18
2068,2019,해남 묵동리,5차,플라스틱류,발포형,스티로폼 부표,22
2068,2019,해남 묵동리,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",33
2070,2019,강화 여차리갯벌,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2070,2019,강화 여차리갯벌,5차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
2070,2019,강화 여차리갯벌,5차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",2
2070,2019,강화 여차리갯벌,5차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
2070,2019,강화 여차리갯벌,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",4
2070,2019,강화 여차리갯벌,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,6
2070,2019,강화 여차리갯벌,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",9
2070,2019,강화 여차리갯벌,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",15
2070,2019,강화 여차리갯벌,5차,플라스틱류,경질형,파편,15
2070,2019,강화 여차리갯벌,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",18
2070,2019,강화 여차리갯벌,5차,플라스틱류,발포형,파편,33
2070,2019,강화 여차리갯벌,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",98
2072,2019,신안 임자도,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2072,2019,신안 임자도,5차,플라스틱류,필름형,파편,1
2072,2019,신안 임자도,5차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
2072,2019,신안 임자도,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2072,2019,신안 임자도,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2072,2019,신안 임자도,5차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2072,2019,신안 임자도,5차,외국기인,기타,기타,1
2072,2019,신안 임자도,5차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2072,2019,신안 임자도,5차,플라스틱류,발포형,스티로폼 어상자,1
2072,2019,신안 임자도,5차,플라스틱류,경질형,라이터,2
2072,2019,신안 임자도,5차,플라스틱류,경질형,"농약용기, 살충제",2
2072,2019,신안 임자도,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2072,2019,신안 임자도,5차,외국기인,경질형,부표(둥근 막대형 파랑),2
2072,2019,신안 임자도,5차,외국기인,경질형,부표(타원형 파랑),2
2072,2019,신안 임자도,5차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",2
2072,2019,신안 임자도,5차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
2072,2019,신안 임자도,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
2072,2019,신안 임자도,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",3
2072,2019,신안 임자도,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2072,2019,신안 임자도,5차,플라스틱류,경질형,파편,4
2072,2019,신안 임자도,5차,플라스틱류,발포형,파편,4
2072,2019,신안 임자도,5차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",5
2072,2019,신안 임자도,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",6
2072,2019,신안 임자도,5차,외국기인,경질형,"음료수병, 병뚜껑 등",6
2072,2019,신안 임자도,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",10
2072,2019,신안 임자도,5차,플라스틱류,경질형,플라스틱 부표,10
2072,2019,신안 임자도,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",18
2072,2019,신안 임자도,5차,플라스틱류,발포형,스티로폼 부표,39
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,"농약용기, 살충제",1
2073,2019,신안 고장리해변,5차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
2073,2019,신안 고장리해변,5차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,양식용화학약품용기,2
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
2073,2019,신안 고장리해변,5차,플라스틱류,필름형,비닐봉지,2
2073,2019,신안 고장리해변,5차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
2073,2019,신안 고장리해변,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
2073,2019,신안 고장리해변,5차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,플라스틱 부표,3
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2073,2019,신안 고장리해변,5차,플라스틱류,발포형,스티로폼 어상자,3
2073,2019,신안 고장리해변,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",4
2073,2019,신안 고장리해변,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
2073,2019,신안 고장리해변,5차,플라스틱류,발포형,스티로폼 부표,5
2073,2019,신안 고장리해변,5차,외국기인,경질형,"음료수병, 병뚜껑 등",5
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,파편,15
2073,2019,신안 고장리해변,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",25
2073,2019,신안 고장리해변,5차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",30
2075,2019,인천 백령도 사곶해안,5차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2075,2019,인천 백령도 사곶해안,5차,플라스틱류,섬유형,어망,1
2075,2019,인천 백령도 사곶해안,5차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2075,2019,인천 백령도 사곶해안,5차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2075,2019,인천 백령도 사곶해안,5차,외국기인,경질형,부표(막대형 주황),1
2075,2019,인천 백령도 사곶해안,5차,외국기인,필름형,"비닐포장(빙과류, 과자봉지 등)",1
2075,2019,인천 백령도 사곶해안,5차,외국기인,기타재질,기타재질,1
2075,2019,인천 백령도 사곶해안,5차,외국기인,경질형,기타,1
2075,2019,인천 백령도 사곶해안,5차,외국기인,기타,기타,1
2075,2019,인천 백령도 사곶해안,5차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",2
2075,2019,인천 백령도 사곶해안,5차,외국기인,경질형,기타 부표,4
2075,2019,인천 백령도 사곶해안,5차,외국기인,발포형,"스티로폼, 부표 등",4
2075,2019,인천 백령도 사곶해안,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",8
2075,2019,인천 백령도 사곶해안,5차,외국기인,섬유형,"그물, 밧줄 등",21
2076,2019,통영 망일봉,5차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
2076,2019,통영 망일봉,5차,플라스틱류,필름형,비닐봉지,1
2076,2019,통영 망일봉,5차,플라스틱류,섬유형,어망,1
2076,2019,통영 망일봉,5차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
2076,2019,통영 망일봉,5차,플라스틱류,경질형,라이터,2
2076,2019,통영 망일봉,5차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",2
2076,2019,통영 망일봉,5차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",2
2076,2019,통영 망일봉,5차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2076,2019,통영 망일봉,5차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
